gene,value
SDF2L1,5699
SDF4,27169
SDHA,1699
SDHAF1,2339
SDHAF2,1522
SDHAF3,1701
SDHAF4,1353
SDHB,11895
SDHC,9279
SDHD,6792
SDK1,8656
SDK2,1511
SDR16C5,13089
SDR39U1,8702
SDR42E1,5812
SDR42E2,12
SDR9C7,2007
SDS,477
SDSL,1445
SEBOX,0
SEC11A,12202
SEC11C,15445
SEC13,18228
SEC14L1,16892
SEC14L2,2677
SEC14L3,8
SEC14L4,162
SEC14L5,220
SEC14L6,114
SEC16A,32953
SEC16B,27
SEC22A,2227
SEC22B,10914
SEC22C,5776
SEC23A,6551
SEC23B,17820
SEC23IP,8454
SEC24A,8948
SEC24B,8803
SEC24C,40613
SEC24D,7800
SEC31A,30429
SEC31B,3698
SEC61A1,59676
SEC61A2,1483
SEC61B,14920
SEC61G,7294
SEC62,15666
SEC63,14067
SECISBP2,12811
SECISBP2L,10187
SECTM1,10417
SEH1L,9239
SEL1L,24410
SEL1L2,0
SEL1L3,26361
SELE,2586
SELENBP1,3626
SELENOF,14640
SELENOH,3225
SELENOI,6351
SELENOK,8108
SELENOM,10098
SELENON,15147
SELENOO,7568
SELENOP,35806
SELENOS,12177
SELENOT,13781
SELENOV,0
SELENOW,25373
SELL,19853
SELP,3710
SELPLG,15463
SEM1,15375
SEMA3A,1654
SEMA3B,1824
SEMA3C,3717
SEMA3D,1185
SEMA3E,215
SEMA3F,30165
SEMA3G,2218
SEMA4A,14098
SEMA4B,42310
SEMA4C,18115
SEMA4D,21896
SEMA4F,1698
SEMA4G,380
SEMA5A,8105
SEMA5B,311
SEMA6A,12017
SEMA6B,2737
SEMA6C,2296
SEMA6D,684
SEMA7A,9445
SEMG1,0
SEMG2,0
SENP1,5579
SENP2,7885
SENP3,2759
SENP3-EIF4A1,67
SENP5,7834
SENP6,13706
SENP7,4643
SENP8,595
SEPHS1,8732
SEPHS2,13668
SEPSECS,3914
SEPTIN1,17173
SEPTIN10,11592
SEPTIN11,7678
SEPTIN12,25
SEPTIN14,0
SEPTIN2,65572
SEPTIN3,385
SEPTIN4,1402
SEPTIN5,64
SEPTIN6,16504
SEPTIN7,25988
SEPTIN8,13681
SEPTIN9,69229
SERAC1,1381
SERBP1,64628
SERF1A,467
SERF1B,641
SERF2,52993
SERGEF,1453
SERHL2,148
SERINC1,25261
SERINC2,13038
SERINC3,34396
SERINC4,67
SERINC5,13229
SERP1,27362
SERP2,201
SERPINA1,15659
SERPINA10,0
SERPINA11,195
SERPINA12,3
SERPINA3,180
SERPINA4,101
SERPINA5,153
SERPINA6,4
SERPINA7,0
SERPINA9,358
SERPINB1,84182
SERPINB10,95
SERPINB11,2793
SERPINB12,13772
SERPINB13,29177
SERPINB2,13936
SERPINB3,16489
SERPINB4,5259
SERPINB5,40737
SERPINB6,16633
SERPINB7,3501
SERPINB8,5959
SERPINB9,14677
SERPINC1,11
SERPIND1,11
SERPINE1,9081
SERPINE2,4991
SERPINE3,0
SERPINF1,33403
SERPINF2,2971
SERPING1,51090
SERPINH1,15993
SERPINI1,1245
SERPINI2,97
SERTAD1,7060
SERTAD2,17824
SERTAD3,7505
SERTAD4,1999
SERTM1,0
SERTM2,6
SESN1,3244
SESN2,3050
SESN3,17821
SESTD1,3904
SET,57306
SETBP1,3517
SETD1A,11590
SETD1B,17065
SETD2,19430
SETD3,8777
SETD4,4256
SETD5,25864
SETD6,3418
SETD7,11391
SETD9,1124
SETDB1,9288
SETDB2,4222
SETMAR,1904
SETSIP,263
SETX,28268
SEZ6,6
SEZ6L,10
SEZ6L2,4952
SF1,57178
SF3A1,30017
SF3A2,17431
SF3A3,17182
SF3B1,79574
SF3B2,44240
SF3B3,37916
SF3B4,15120
SF3B5,10658
SF3B6,8802
SFI1,9759
SFMBT1,3640
SFMBT2,5183
SFN,303226
SFPQ,61013
SFR1,981
SFRP1,5318
SFRP2,9368
SFRP4,217
SFRP5,119
SFSWAP,13381
SFT2D1,5070
SFT2D2,21619
SFT2D3,3447
SFTA2,158
SFTA3,0
SFTPA1,85
SFTPA2,127
SFTPB,140
SFTPC,0
SFTPD,69
SFXN1,14230
SFXN2,2381
SFXN3,5410
SFXN4,3710
SFXN5,2715
SGCA,172
SGCB,3357
SGCD,398
SGCE,1056
SGCG,37
SGCZ,19
SGF29,3174
SGIP1,469
SGK1,41286
SGK2,124
SGK3,2099
SGMS1,4839
SGMS2,2671
SGO1,1122
SGO2,1968
SGPL1,22221
SGPP1,2941
SGPP2,14787
SGSH,7690
SGSM1,181
SGSM2,19655
SGSM3,315
SGTA,14183
SGTB,2093
SH2B1,16891
SH2B2,2106
SH2B3,9933
SH2D1A,5126
SH2D1B,413
SH2D2A,5692
SH2D3A,4795
SH2D3C,6024
SH2D4A,7604
SH2D4B,44
SH2D5,244
SH2D6,5
SH2D7,3
SH3BGR,54
SH3BGRL,13942
SH3BGRL2,8702
SH3BGRL3,53413
SH3BP1,6607
SH3BP2,22842
SH3BP4,3647
SH3BP5,12406
SH3BP5L,9711
SH3D19,6872
SH3D21,7131
SH3GL1,25901
SH3GL2,33
SH3GL3,389
SH3GLB1,18424
SH3GLB2,31074
SH3KBP1,10990
SH3PXD2A,21131
SH3PXD2B,7935
SH3RF1,2770
SH3RF2,18547
SH3RF3,1354
SH3TC1,14380
SH3TC2,708
SH3YL1,5740
SHANK1,89
SHANK2,165
SHANK3,7244
SHARPIN,11784
SHB,3911
SHBG,24
SHC1,20598
SHC2,1035
SHC3,595
SHC4,74
SHCBP1,2325
SHCBP1L,152
SHD,21
SHE,2027
SHF,446
SHFL,11505
SHH,82
SHISA2,742
SHISA3,164
SHISA4,376
SHISA5,50161
SHISA6,19
SHISA7,14
SHISA8,430
SHISA9,85
SHISAL1,761
SHISAL2A,861
SHISAL2B,8
SHKBP1,18716
SHLD1,1110
SHLD2,5231
SHLD3,427
SHMT1,15187
SHMT2,16473
SHOC1,366
SHOC2,6800
SHOX,7
SHOX2,1401
SHPK,648
SHPRH,3487
SHQ1,3346
SHROOM1,1313
SHROOM2,3468
SHROOM3,6287
SHROOM4,1733
SHTN1,5518
SI,0
SIAE,2830
SIAH1,4467
SIAH2,9353
SIAH3,61
SIDT1,2455
SIDT2,7957
SIGIRR,14594
SIGLEC1,5687
SIGLEC10,4361
SIGLEC11,28
SIGLEC12,139
SIGLEC14,2367
SIGLEC15,115
SIGLEC5,0
SIGLEC6,837
SIGLEC7,523
SIGLEC8,596
SIGLEC9,746
SIGLECL1,2
SIGMAR1,12241
SIK1,2396
SIK1B,16498
SIK2,6085
SIK3,9482
SIKE1,6888
SIL1,8867
SIM1,49
SIM2,13791
SIMC1,2542
SIN3A,17021
SIN3B,16425
SINHCAF,10922
SIPA1,19153
SIPA1L1,14691
SIPA1L2,12317
SIPA1L3,10748
SIRPA,15811
SIRPB1,2594
SIRPB2,956
SIRPD,35
SIRPG,4400
SIRT1,4021
SIRT2,12430
SIRT3,4227
SIRT4,154
SIRT5,3247
SIRT6,5197
SIRT7,9976
SIT1,4164
SIVA1,10365
SIX1,1130
SIX2,709
SIX3,8
SIX4,2125
SIX5,5583
SIX6,0
SKA1,1689
SKA2,4820
SKA3,1629
SKAP1,3907
SKAP2,6145
SKI,22792
SKIDA1,139
SKIL,9450
SKIV2L,12724
SKOR1,59
SKOR2,1
SKP1,23504
SKP2,6555
SLA,13110
SLA2,3677
SLAIN1,738
SLAIN2,12264
SLAMF1,4495
SLAMF6,6714
SLAMF7,33088
SLAMF8,10872
SLAMF9,68
SLBP,10788
SLC10A1,0
SLC10A2,1
SLC10A3,6131
SLC10A4,55
SLC10A5,105
SLC10A6,465
SLC10A7,2116
SLC11A1,3819
SLC11A2,9896
SLC12A1,0
SLC12A2,4283
SLC12A3,485
SLC12A4,5985
SLC12A5,311
SLC12A6,16137
SLC12A7,19429
SLC12A8,998
SLC12A9,11784
SLC13A1,2
SLC13A2,6
SLC13A3,325
SLC13A4,539
SLC13A5,66
SLC14A1,570
SLC14A2,19
SLC15A1,196
SLC15A2,3053
SLC15A3,11150
SLC15A4,4736
SLC15A5,0
SLC16A1,9392
SLC16A10,288
SLC16A11,441
SLC16A12,19
SLC16A13,951
SLC16A14,1124
SLC16A2,891
SLC16A3,16724
SLC16A4,501
SLC16A5,1613
SLC16A6,2511
SLC16A7,3452
SLC16A8,118
SLC16A9,2207
SLC17A1,7
SLC17A2,0
SLC17A3,2
SLC17A4,2
SLC17A5,2579
SLC17A6,0
SLC17A7,300
SLC17A8,0
SLC17A9,5372
SLC18A1,157
SLC18A2,365
SLC18A3,650
SLC18B1,3564
SLC19A1,2403
SLC19A2,1853
SLC19A3,227
SLC1A1,1119
SLC1A2,420
SLC1A3,4826
SLC1A4,9016
SLC1A5,52799
SLC1A6,4
SLC1A7,68
SLC20A1,14568
SLC20A2,15867
SLC22A1,112
SLC22A10,1
SLC22A11,3
SLC22A12,2
SLC22A13,18
SLC22A14,18
SLC22A15,1132
SLC22A16,6
SLC22A17,2076
SLC22A18,2084
SLC22A18AS,135
SLC22A2,72
SLC22A23,15425
SLC22A24,3
SLC22A25,15
SLC22A3,1265
SLC22A31,195
SLC22A4,248
SLC22A5,2946
SLC22A6,1
SLC22A7,0
SLC22A8,7
SLC22A9,3
SLC23A1,81
SLC23A2,7044
SLC23A3,79
SLC24A1,3242
SLC24A2,6
SLC24A3,2972
SLC24A4,599
SLC24A5,0
SLC25A1,8130
SLC25A10,1270
SLC25A11,10573
SLC25A12,5892
SLC25A13,4458
SLC25A14,1582
SLC25A15,1946
SLC25A16,3584
SLC25A17,3330
SLC25A18,36
SLC25A19,2844
SLC25A2,8
SLC25A20,2688
SLC25A21,168
SLC25A22,8978
SLC25A23,14721
SLC25A24,4479
SLC25A25,14326
SLC25A26,4242
SLC25A27,275
SLC25A28,7868
SLC25A29,9586
SLC25A3,44516
SLC25A30,2867
SLC25A31,0
SLC25A32,446
SLC25A33,1741
SLC25A34,254
SLC25A35,1758
SLC25A36,10014
SLC25A37,8576
SLC25A38,7100
SLC25A39,24536
SLC25A4,5031
SLC25A40,4047
SLC25A41,103
SLC25A42,3300
SLC25A43,5282
SLC25A44,7809
SLC25A45,4848
SLC25A46,8341
SLC25A47,1
SLC25A48,29
SLC25A5,49421
SLC25A51,1530
SLC25A52,11
SLC25A53,1228
SLC25A6,88564
SLC26A1,46
SLC26A11,5081
SLC26A2,10834
SLC26A3,5
SLC26A4,188
SLC26A5,234
SLC26A6,4090
SLC26A7,60
SLC26A8,11
SLC26A9,1072
SLC27A1,4299
SLC27A2,1121
SLC27A3,5507
SLC27A4,11612
SLC27A5,1440
SLC27A6,703
SLC28A1,39
SLC28A2,6
SLC28A3,6051
SLC29A1,4501
SLC29A2,2268
SLC29A3,1910
SLC29A4,450
SLC2A1,68700
SLC2A10,1030
SLC2A11,1114
SLC2A12,1288
SLC2A13,1318
SLC2A14,726
SLC2A2,0
SLC2A3,16079
SLC2A4,580
SLC2A4RG,18574
SLC2A5,2183
SLC2A6,4449
SLC2A7,6
SLC2A8,2656
SLC2A9,2290
SLC30A1,6138
SLC30A10,1
SLC30A2,4
SLC30A3,42
SLC30A4,2623
SLC30A5,10506
SLC30A6,4733
SLC30A7,5735
SLC30A8,43
SLC30A9,10445
SLC31A1,11000
SLC31A2,5425
SLC32A1,32
SLC33A1,2418
SLC34A1,33
SLC34A2,6791
SLC34A3,181
SLC35A1,983
SLC35A2,5809
SLC35A3,3467
SLC35A4,19780
SLC35A5,4795
SLC35B1,7480
SLC35B2,5996
SLC35B3,3961
SLC35B4,3771
SLC35C1,10835
SLC35C2,12193
SLC35D1,4569
SLC35D2,598
SLC35D3,4
SLC35E1,12491
SLC35E2B,18298
SLC35E3,4245
SLC35E4,962
SLC35F1,52
SLC35F2,4787
SLC35F3,268
SLC35F4,0
SLC35F5,12372
SLC35F6,7478
SLC35G1,606
SLC35G2,561
SLC35G3,1
SLC35G4,0
SLC35G5,52
SLC35G6,1
SLC36A1,3958
SLC36A2,20
SLC36A3,56
SLC36A4,2335
SLC37A1,7217
SLC37A2,4224
SLC37A3,5250
SLC37A4,3178
SLC38A1,25382
SLC38A10,23711
SLC38A11,441
SLC38A2,58557
SLC38A3,286
SLC38A4,390
SLC38A5,2811
SLC38A6,1266
SLC38A7,3345
SLC38A8,0
SLC38A9,3340
SLC39A1,158
SLC39A10,3773
SLC39A11,5282
SLC39A12,17
SLC39A13,6356
SLC39A14,9982
SLC39A2,1114
SLC39A3,3100
SLC39A4,3658
SLC39A5,24
SLC39A6,15087
SLC39A7,22836
SLC39A8,5665
SLC39A9,15319
SLC3A1,0
SLC3A2,21965
SLC40A1,17214
SLC41A1,5529
SLC41A2,1390
SLC41A3,5495
SLC43A1,911
SLC43A2,8668
SLC43A3,5139
SLC44A1,21757
SLC44A2,41773
SLC44A3,866
SLC44A4,2306
SLC44A5,3114
SLC45A1,139
SLC45A2,30
SLC45A3,1123
SLC45A4,5761
SLC46A1,2612
SLC46A2,64
SLC46A3,2399
SLC47A1,762
SLC47A2,221
SLC48A1,4005
SLC49A3,1590
SLC49A4,3963
SLC4A1,17
SLC4A10,88
SLC4A11,5359
SLC4A1AP,5205
SLC4A2,15373
SLC4A3,354
SLC4A4,306
SLC4A5,293
SLC4A7,5120
SLC4A8,566
SLC4A9,44
SLC50A1,8526
SLC51A,601
SLC51B,6
SLC52A1,1753
SLC52A2,11346
SLC52A3,1724
SLC5A1,864
SLC5A10,49
SLC5A11,185
SLC5A12,4
SLC5A2,92
SLC5A3,6114
SLC5A4,51
SLC5A5,305
SLC5A6,6174
SLC5A7,34
SLC5A8,8
SLC5A9,54
SLC66A1,2988
SLC66A2,12098
SLC66A3,3234
SLC6A1,1107
SLC6A11,1428
SLC6A12,430
SLC6A13,24
SLC6A14,1317
SLC6A15,1268
SLC6A16,655
SLC6A17,78
SLC6A18,0
SLC6A19,2
SLC6A2,28
SLC6A20,8
SLC6A3,15
SLC6A4,475
SLC6A5,10
SLC6A6,17415
SLC6A7,143
SLC6A8,23997
SLC6A9,4322
SLC7A1,25313
SLC7A10,72
SLC7A11,1443
SLC7A13,0
SLC7A14,20
SLC7A2,7774
SLC7A3,4
SLC7A4,350
SLC7A5,28222
SLC7A6,8166
SLC7A6OS,4149
SLC7A7,6560
SLC7A8,8047
SLC7A9,20
SLC8A1,2647
SLC8A2,75
SLC8A3,45
SLC8B1,9475
SLC9A1,11623
SLC9A2,1003
SLC9A3,662
SLC9A3R1,59114
SLC9A3R2,6344
SLC9A4,213
SLC9A5,271
SLC9A6,4520
SLC9A7,5901
SLC9A8,8697
SLC9A9,5092
SLC9B1,132
SLC9B2,1376
SLC9C1,14
SLC9C2,8
SLCO1A2,163
SLCO1B1,6
SLCO1B3,35
SLCO1B3-SLCO1B7,0
SLCO1C1,109
SLCO2A1,8183
SLCO2B1,14592
SLCO3A1,5937
SLCO4A1,2133
SLCO4C1,151
SLCO5A1,1498
SLCO6A1,127
SLF1,2944
SLF2,6623
SLFN11,7464
SLFN12,1177
SLFN12L,6514
SLFN13,11057
SLFN14,1
SLFN5,24370
SLFNL1,54
SLIRP,5618
SLIT1,241
SLIT2,1950
SLIT3,7531
SLITRK1,25
SLITRK2,576
SLITRK3,9
SLITRK4,785
SLITRK5,652
SLITRK6,590
SLK,25881
SLMAP,12180
SLN,169
SLPI,43477
SLTM,22870
SLU7,13531
SLURP1,20393
SLURP2,1080
SLX1A,20
SLX1B,303
SLX4,4121
SLX4IP,2426
SLX9,3380
SMAD1,7145
SMAD2,20281
SMAD3,18390
SMAD4,10677
SMAD5,11675
SMAD6,1302
SMAD7,4504
SMAD9,586
SMAGP,8650
SMAP1,7002
SMAP2,23286
SMARCA1,3451
SMARCA2,37635
SMARCA4,46984
SMARCA5,21369
SMARCAD1,8852
SMARCAL1,3400
SMARCB1,14742
SMARCC1,27714
SMARCC2,26194
SMARCD1,14662
SMARCD2,18707
SMARCD3,1681
SMARCE1,1865
SMC1A,23134
SMC1B,1214
SMC2,10515
SMC3,12158
SMC4,18483
SMC5,11738
SMC6,9323
SMCHD1,20695
SMCO1,7
SMCO2,92
SMCO3,7
SMCO4,3620
SMCP,0
SMCR8,13477
SMDT1,5528
SMG1,41633
SMG5,22980
SMG6,10619
SMG7,19136
SMG8,2921
SMG9,10686
SMIM1,109
SMIM10,476
SMIM10L1,4113
SMIM10L2A,617
SMIM10L2B,304
SMIM11A,9
SMIM11B,20
SMIM12,7182
SMIM13,2461
SMIM14,13352
SMIM15,7942
SMIM17,11
SMIM18,0
SMIM19,5211
SMIM2,0
SMIM20,3433
SMIM21,0
SMIM22,819
SMIM23,49
SMIM24,36
SMIM26,2476
SMIM27,726
SMIM28,0
SMIM29,3515
SMIM3,2813
SMIM30,4065
SMIM31,11
SMIM32,11
SMIM33,17
SMIM34A,4
SMIM34B,0
SMIM35,76
SMIM36,2
SMIM38,33
SMIM39,0
SMIM4,1407
SMIM40,0
SMIM41,9
SMIM42,0
SMIM43,59
SMIM5,2113
SMIM6,28
SMIM7,4795
SMIM8,902
SMIM9,2
SMKR1,82
SMLR1,0
SMN1,2595
SMN2,2288
SMNDC1,4792
SMO,1961
SMOC1,343
SMOC2,1937
SMOX,2821
SMPD1,7270
SMPD2,3536
SMPD3,1776
SMPD4,16010
SMPDL3A,2912
SMPDL3B,1775
SMPX,18
SMR3A,0
SMR3B,0
SMS,8457
SMTN,5253
SMTNL1,54
SMTNL2,33
SMU1,15920
SMUG1,5062
SMURF1,12166
SMURF2,5954
SMYD1,64
SMYD2,7202
SMYD3,2059
SMYD4,4351
SMYD5,5399
SNAI1,494
SNAI2,3335
SNAI3,1229
SNAP23,12316
SNAP25,246
SNAP29,8249
SNAP47,5206
SNAP91,154
SNAPC1,1853
SNAPC2,2915
SNAPC3,5985
SNAPC4,7139
SNAPC5,3062
SNAPIN,5868
SNCA,1717
SNCAIP,965
SNCB,9
SNCG,7216
SND1,37276
SNED1,3117
SNF8,9999
SNIP1,4543
SNN,14592
SNORC,126
SNPH,643
SNRK,7892
SNRNP200,57848
SNRNP25,3854
SNRNP27,3110
SNRNP35,4407
SNRNP40,9003
SNRNP48,4798
SNRNP70,88957
SNRPA,11175
SNRPA1,8264
SNRPB,33545
SNRPB2,9957
SNRPC,11479
SNRPD1,11484
SNRPD2,32096
SNRPD3,7807
SNRPE,7557
SNRPF,9114
SNRPG,9225
SNRPN,623
SNTA1,1959
SNTB1,3108
SNTB2,12018
SNTG1,0
SNTG2,148
SNTN,113
SNU13,14205
SNUPN,1696
SNURF,45
SNW1,14500
SNX1,27830
SNX10,6441
SNX11,5446
SNX12,9126
SNX13,7026
SNX14,1616
SNX15,407
SNX16,2558
SNX17,17704
SNX18,6049
SNX19,16549
SNX2,13572
SNX20,8037
SNX21,2856
SNX22,2912
SNX24,2956
SNX25,2902
SNX27,5996
SNX29,11600
SNX3,20866
SNX30,4948
SNX31,2145
SNX32,80
SNX33,9617
SNX4,5744
SNX5,17949
SNX6,12786
SNX7,2350
SNX8,8087
SNX9,11079
SOAT1,5480
SOAT2,177
SOBP,495
SOCS1,5874
SOCS2,4156
SOCS3,36537
SOCS4,5256
SOCS5,2662
SOCS6,4483
SOCS7,6125
SOD1,27379
SOD2,125727
SOD3,6492
SOGA1,23528
SOGA3,2
SOHLH1,30
SOHLH2,39
SON,59246
SORBS1,1552
SORBS2,4465
SORBS3,13063
SORCS1,278
SORCS2,830
SORCS3,10
SORD,9983
SORL1,15938
SORT1,15863
SOS1,13429
SOS2,7074
SOST,4
SOSTDC1,1241
SOWAHA,46
SOWAHB,2518
SOWAHC,11837
SOWAHD,796
SOX1,6
SOX10,864
SOX11,1
SOX12,6451
SOX13,6131
SOX14,1017
SOX15,4611
SOX17,470
SOX18,4202
SOX2,15561
SOX21,3471
SOX3,0
SOX30,507
SOX4,16918
SOX5,241
SOX6,2765
SOX7,3350
SOX8,659
SOX9,6455
SP1,27950
SP100,22194
SP110,13442
SP140,6915
SP140L,6403
SP2,7119
SP3,18423
SP4,2042
SP5,737
SP6,1723
SP7,26
SP8,14
SP9,441
SPA17,738
SPAAR,50
SPACA1,6
SPACA3,7
SPACA4,43
SPACA5,0
SPACA5B,0
SPACA6,564
SPACA7,0
SPACA9,1354
SPAG1,2318
SPAG11A,0
SPAG11B,0
SPAG16,2008
SPAG17,3448
SPAG4,1929
SPAG5,5372
SPAG6,77
SPAG7,11061
SPAG8,303
SPAG9,16998
SPAM1,0
SPANXA1,0
SPANXA2,0
SPANXB1,0
SPANXC,0
SPANXD,0
SPANXN1,0
SPANXN2,0
SPANXN3,0
SPANXN4,0
SPANXN5,4
SPARC,43533
SPARCL1,28307
SPART,4526
SPAST,3584
SPATA1,131
SPATA12,40
SPATA13,8786
SPATA16,1
SPATA17,146
SPATA18,1849
SPATA19,24
SPATA2,3344
SPATA20,10803
SPATA21,35
SPATA22,45
SPATA24,274
SPATA25,102
SPATA2L,1959
SPATA3,2
SPATA31A1,0
SPATA31A3,0
SPATA31A5,0
SPATA31A6,0
SPATA31A7,0
SPATA31C2,9
SPATA31D1,0
SPATA31D3,0
SPATA31D4,0
SPATA31E1,0
SPATA32,15
SPATA33,1585
SPATA4,11
SPATA45,1
SPATA46,0
SPATA48,1
SPATA5,2355
SPATA5L1,3019
SPATA6,1098
SPATA6L,310
SPATA7,468
SPATA9,60
SPATC1,300
SPATC1L,851
SPATS1,1
SPATS2,6528
SPATS2L,13658
SPC24,1683
SPC25,1150
SPCS1,14912
SPCS2,14446
SPCS3,26694
SPDEF,23
SPDL1,3795
SPDYA,95
SPDYC,3
SPDYE1,2
SPDYE10P,0
SPDYE11,0
SPDYE12P,0
SPDYE13,0
SPDYE14,0
SPDYE15,0
SPDYE16,9
SPDYE17,0
SPDYE18,97
SPDYE2,1
SPDYE21,4
SPDYE2B,1
SPDYE3,0
SPDYE4,4
SPDYE5,0
SPDYE6,0
SPDYE8,0
SPDYE9,0
SPECC1,3963
SPECC1L,5688
SPECC1L-ADORA2A,8
SPEF1,190
SPEF2,1607
SPEG,550
SPEGNB,0
SPEM1,1
SPEM2,2
SPEM3,0
SPEN,27307
SPESP1,639
SPG11,16613
SPG21,10523
SPG7,29433
SPHK1,6434
SPHK2,5862
SPHKAP,0
SPI1,11997
SPIB,5084
SPIC,96
SPICE1,274
SPIDR,14090
SPIN1,13956
SPIN2A,103
SPIN2B,615
SPIN3,2744
SPIN4,2209
SPINDOC,3202
SPINK1,89
SPINK13,7
SPINK14,2
SPINK2,155
SPINK4,0
SPINK5,186579
SPINK6,25
SPINK7,13499
SPINK8,11
SPINK9,14
SPINT1,32485
SPINT2,39485
SPINT3,0
SPINT4,0
SPIRE1,4845
SPIRE2,1201
SPN,14870
SPNS1,310
SPNS2,15720
SPNS3,449
SPO11,0
SPOCD1,137
SPOCK1,246
SPOCK2,34566
SPOCK3,20
SPON1,795
SPON2,3928
SPOP,8328
SPOPL,4191
SPOUT1,123
SPP1,7594
SPP2,0
SPPL2A,17715
SPPL2B,13463
SPPL2C,2
SPPL3,17802
SPR,2220
SPRED1,5485
SPRED2,5645
SPRED3,311
SPRING1,7871
SPRN,83
SPRR1A,152471
SPRR1B,149534
SPRR2A,133212
SPRR2B,6039
SPRR2D,55311
SPRR2E,99486
SPRR2F,11307
SPRR2G,905
SPRR3,403534
SPRR4,58
SPRR5,161
SPRTN,2721
SPRY1,3972
SPRY2,2614
SPRY3,866
SPRY4,2310
SPRYD3,11512
SPRYD4,3192
SPRYD7,2166
SPSB1,12146
SPSB2,1430
SPSB3,14016
SPSB4,27
SPTA1,49
SPTAN1,51636
SPTB,227
SPTBN1,35403
SPTBN2,42251
SPTBN4,356
SPTBN5,1902
SPTLC1,16295
SPTLC2,15570
SPTLC3,1916
SPTSSA,4627
SPTSSB,392
SPTY2D1,7267
SPTY2D1OS,161
SPX,25
SPZ1,18
SQLE,12437
SQOR,8020
SQSTM1,82258
SRA1,6644
SRARP,3
SRBD1,2327
SRC,31040
SRCAP,2272
SRCIN1,379
SRD5A1,9368
SRD5A2,217
SRD5A3,612
SREBF1,63409
SREBF2,36323
SREK1,16924
SREK1IP1,6257
SRF,13089
SRFBP1,2472
SRGAP1,1939
SRGAP2,6058
SRGAP2B,899
SRGAP2C,1104
SRGAP3,2550
SRGN,27823
SRI,8320
SRL,306
SRM,9641
SRMS,275
SRP14,29740
SRP19,2138
SRP54,11936
SRP68,17390
SRP72,19903
SRP9,20661
SRPK1,12202
SRPK2,6678
SRPK3,275
SRPRA,30038
SRPRB,11089
SRPX,3814
SRPX2,3189
SRR,1478
SRRD,3557
SRRM1,18051
SRRM2,182542
SRRM3,750
SRRM4,9
SRRM5,134
SRRT,29041
SRSF1,8544
SRSF10,18198
SRSF11,35586
SRSF12,165
SRSF2,41434
SRSF3,42435
SRSF4,19688
SRSF5,62037
SRSF6,37491
SRSF7,24345
SRSF8,9589
SRSF9,19561
SRXN1,63
SRY,4
SS18,24343
SS18L1,4808
SS18L2,3081
SSB,15157
SSBP1,12289
SSBP2,8979
SSBP3,11721
SSBP4,9116
SSC4D,119
SSC5D,1154
SSH1,14776
SSH2,10680
SSH3,9058
SSMEM1,0
SSNA1,11538
SSPN,2526
SSR1,31696
SSR2,26717
SSR3,22411
SSR4,48659
SSRP1,31159
SST,1
SSTR1,40
SSTR2,563
SSTR3,626
SSTR4,1
SSTR5,70
SSU72,17158
SSU72P2,0
SSU72P3,0
SSU72P4,0
SSU72P5,0
SSU72P7,0
SSU72P8,1
SSUH2,65
SSX1,0
SSX2,0
SSX2B,1
SSX2IP,4230
SSX3,0
SSX4,3
SSX4B,2
SSX5,20
SSX7,0
ST13,26013
ST14,34670
ST18,79
ST20,264
ST20-MTHFS,49
ST3GAL1,22325
ST3GAL2,5041
ST3GAL3,794
ST3GAL4,4924
ST3GAL5,5795
ST3GAL6,1017
ST6GAL1,23622
ST6GAL2,202
ST6GALNAC1,5209
ST6GALNAC2,2625
ST6GALNAC3,301
ST6GALNAC4,5842
ST6GALNAC5,428
ST6GALNAC6,196
ST7,2899
ST7L,2069
ST8SIA1,3050
ST8SIA2,22
ST8SIA3,0
ST8SIA4,4669
ST8SIA5,12
ST8SIA6,346
STAB1,11488
STAB2,272
STAC,280
STAC2,13
STAC3,1347
STAG1,11333
STAG2,18943
STAG3,13450
STAM,4687
STAM2,6428
STAMBP,9040
STAMBPL1,3688
STAP1,2435
STAP2,16527
STAR,1439
STARD10,7698
STARD13,1940
STARD3,12874
STARD3NL,3089
STARD4,2949
STARD5,5129
STARD6,13
STARD7,31226
STARD8,1475
STARD9,2890
STAT1,127270
STAT2,37872
STAT3,108745
STAT4,3740
STAT5A,16474
STAT5B,16140
STAT6,56281
STATH,152
STAU1,19996
STAU2,7943
STBD1,69
STC1,2660
STC2,1274
STEAP1,3185
STEAP1B,1171
STEAP2,3393
STEAP3,28279
STEAP4,4088
STEEP1,3430
STH,0
STIL,3374
STIM1,18836
STIM2,10702
STIMATE,276
STIMATE-MUSTN1,131
STING1,30272
STIP1,23005
STK10,18229
STK11,19137
STK11IP,5634
STK16,3913
STK17A,9056
STK17B,23636
STK19,2989
STK24,31414
STK25,13462
STK26,3252
STK3,4814
STK31,166
STK32A,95
STK32B,282
STK32C,1048
STK33,302
STK35,13983
STK36,3253
STK38,14651
STK38L,9526
STK39,12880
STK4,21627
STK40,16288
STKLD1,142
STMN1,29137
STMN2,127
STMN3,7923
STMN4,5
STMND1,14
STMP1,8028
STN1,6877
STOM,43731
STOML1,3085
STOML2,15874
STOML3,25
STON1,567
STON1-GTF2A1L,0
STON2,8917
STOX1,1073
STOX2,3666
STPG1,1561
STPG2,19
STPG3,0
STPG4,1
STRA6,3149
STRA8,50
STRADA,1380
STRADB,2392
STRAP,16319
STRBP,8591
STRC,171
STRIP1,9280
